2017-01-01T00:00:47+00:00,92.92
2017-01-01T00:02:24+00:00,92.99
2017-01-01T00:04:15+00:00,92.54
2017-01-01T00:05:54+00:00,136.87
2017-01-01T00:07:34+00:00,97.46
2017-01-01T00:09:25+00:00,122.76
2017-01-01T00:11:01+00:00,117.39
2017-01-01T00:12:37+00:00,92.55
2017-01-01T00:14:28+00:00,130.06
2017-01-01T00:16:03+00:00,93.07
2017-01-01T00:17:39+00:00,94.69
2017-01-01T00:19:31+00:00,94.01
2017-01-01T00:21:07+00:00,93.04
2017-01-01T00:22:44+00:00,117.67
2017-01-01T00:24:38+00:00,93.4
2017-01-01T00:26:12+00:00,92.61
2017-01-01T00:27:48+00:00,93.31
2017-01-01T00:29:38+00:00,92.26
2017-01-01T00:31:16+00:00,93.35
2017-01-01T00:32:56+00:00,98.43
2017-01-01T00:34:44+00:00,98.17
2017-01-01T00:36:20+00:00,98.1
2017-01-01T00:38:02+00:00,97.32
2017-01-01T00:39:47+00:00,96.72
2017-01-01T00:41:22+00:00,95.19
2017-01-01T00:43:02+00:00,94.39
2017-01-01T00:44:49+00:00,93.9
2017-01-01T00:46:24+00:00,95.63
2017-01-01T00:48:07+00:00,96.09
2017-01-01T00:49:55+00:00,96.76
2017-01-01T00:51:29+00:00,97.07
2017-01-01T00:53:10+00:00,96.18
2017-01-01T00:54:59+00:00,97.43
2017-01-01T00:56:33+00:00,96.2
2017-01-01T00:58:18+00:00,99.39
2017-01-01T01:00:01+00:00,99.99
2017-01-01T01:01:35+00:00,100.25
2017-01-01T01:03:17+00:00,95.87
2017-01-01T01:05:04+00:00,95.88
2017-01-01T01:06:39+00:00,96.07
2017-01-01T01:08:25+00:00,96.47
2017-01-01T01:10:10+00:00,96.76
2017-01-01T01:11:44+00:00,95.54
2017-01-01T01:13:29+00:00,95.91
2017-01-01T01:15:12+00:00,100.7
2017-01-01T01:16:50+00:00,100.73
2017-01-01T01:18:35+00:00,100.62
2017-01-01T01:20:17+00:00,138.65
2017-01-01T01:21:51+00:00,95.95
2017-01-01T01:23:36+00:00,94.68
2017-01-01T01:25:18+00:00,96.21
2017-01-01T01:26:54+00:00,96.25
2017-01-01T01:28:45+00:00,96.91
2017-01-01T01:30:27+00:00,96.26
2017-01-01T01:32:02+00:00,99.8
2017-01-01T01:33:50+00:00,101.13
2017-01-01T01:35:29+00:00,100.07
2017-01-01T01:37:05+00:00,101.79
2017-01-01T01:38:59+00:00,100.48
2017-01-01T01:40:36+00:00,100.66
2017-01-01T01:42:11+00:00,100.76
2017-01-01T01:44:02+00:00,99.64
2017-01-01T01:45:40+00:00,132.43
2017-01-01T01:47:14+00:00,100.21
2017-01-01T01:49:05+00:00,96.22
2017-01-01T01:50:41+00:00,96.18
2017-01-01T01:52:17+00:00,96.48
2017-01-01T01:54:13+00:00,96.41
2017-01-01T01:55:49+00:00,100.89
2017-01-01T01:57:27+00:00,100.68
2017-01-01T01:59:19+00:00,101.41
2017-01-01T02:00:57+00:00,102.54
2017-01-01T02:02:33+00:00,103.32
2017-01-01T02:04:29+00:00,103.77
2017-01-01T02:06:05+00:00,102.46
2017-01-01T02:07:43+00:00,98.34
2017-01-01T02:09:35+00:00,96.49
2017-01-01T02:11:13+00:00,93.74
2017-01-01T02:12:52+00:00,95.18
2017-01-01T02:14:43+00:00,94.71
2017-01-01T02:16:20+00:00,94.1
2017-01-01T02:18:01+00:00,93.41
2017-01-01T02:19:51+00:00,93.33
2017-01-01T02:21:25+00:00,93.82
2017-01-01T02:23:05+00:00,128.88
2017-01-01T02:24:53+00:00,92.6
2017-01-01T02:26:28+00:00,93.67
2017-01-01T02:28:07+00:00,98.43
2017-01-01T02:30:00+00:00,100.33
2017-01-01T02:31:36+00:00,100.07
2017-01-01T02:33:20+00:00,94.63
2017-01-01T02:35:01+00:00,94.01
2017-01-01T02:36:36+00:00,94.09
2017-01-01T02:38:19+00:00,93.59
2017-01-01T02:40:03+00:00,127.64
2017-01-01T02:41:41+00:00,92.05
2017-01-01T02:43:24+00:00,91.98
