TimePST,TemperatureF,Dew PointF,Humidity,Sea Level PressureIn,VisibilityMPH,Wind Direction,Wind SpeedMPH,Gust SpeedMPH,PrecipitationIn,Events,Conditions,WindDirDegrees,DateUTC
12:25 AM,57.9,55.0,90,29.97,9.0,SW,6.9,-,0.00,,Overcast,230,2016-12-31 08:25:00
12:51 AM,57.9,55.0,90,29.97,10.0,WSW,9.2,-,0.00,,Overcast,240,2016-12-31 08:51:00
1:46 AM,57.2,55.4,94,29.98,10.0,WSW,6.9,-,N/A,,Overcast,240,2016-12-31 09:46:00
1:51 AM,57.9,55.0,90,29.98,10.0,WSW,6.9,-,N/A,,Overcast,240,2016-12-31 09:51:00
2:12 AM,57.9,55.9,93,29.98,10.0,SW,4.6,-,N/A,,Overcast,230,2016-12-31 10:12:00
2:51 AM,57.9,55.0,90,29.98,10.0,Calm,Calm,-,0.00,,Mostly Cloudy,0,2016-12-31 10:51:00
3:08 AM,59.0,55.9,90,29.97,10.0,SSW,3.5,-,N/A,,Overcast,200,2016-12-31 11:08:00
3:21 AM,59.0,55.0,87,29.97,10.0,South,3.5,-,0.00,,Overcast,190,2016-12-31 11:21:00
3:45 AM,59.0,55.4,88,29.97,10.0,Calm,Calm,-,0.00,,Overcast,0,2016-12-31 11:45:00
3:51 AM,59.0,55.9,90,29.97,10.0,Calm,Calm,-,0.00,,Overcast,0,2016-12-31 11:51:00
4:30 AM,59.0,54.0,83,29.97,10.0,West,9.2,-,N/A,,Overcast,260,2016-12-31 12:30:00
4:44 AM,57.9,53.1,84,29.97,10.0,West,9.2,-,N/A,,Overcast,260,2016-12-31 12:44:00
4:51 AM,57.9,53.1,84,29.97,10.0,West,8.1,-,N/A,,Overcast,270,2016-12-31 12:51:00
5:51 AM,57.9,53.1,84,29.99,10.0,WNW,4.6,-,N/A,,Overcast,290,2016-12-31 13:51:00
6:51 AM,59.0,52.0,78,30.00,10.0,SW,4.6,-,N/A,,Overcast,230,2016-12-31 14:51:00
