TimePST,TemperatureF,Dew PointF,Humidity,Sea Level PressureIn,VisibilityMPH,Wind Direction,Wind SpeedMPH,Gust SpeedMPH,PrecipitationIn,Events,Conditions,WindDirDegrees,DateUTC
12:51 AM,57.9,48.9,72,30.10,10.0,Calm,Calm,-,N/A,,Overcast,0,2017-01-05 08:51:00
1:51 AM,57.9,48.9,72,30.09,10.0,ENE,3.5,-,N/A,,Overcast,60,2017-01-05 09:51:00
2:51 AM,57.9,48.9,72,30.07,10.0,Calm,Calm,-,N/A,,Mostly Cloudy,0,2017-01-05 10:51:00
3:51 AM,57.0,48.0,72,30.05,10.0,Calm,Calm,-,N/A,,Mostly Cloudy,0,2017-01-05 11:51:00
4:30 AM,57.0,48.0,72,30.05,10.0,Calm,Calm,-,N/A,,Mostly Cloudy,0,2017-01-05 12:30:00
4:45 AM,57.2,48.2,72,30.04,10.0,Calm,Calm,-,N/A,,Mostly Cloudy,0,2017-01-05 12:45:00
4:51 AM,57.0,46.9,69,30.04,10.0,Calm,Calm,-,N/A,,Mostly Cloudy,0,2017-01-05 12:51:00
5:51 AM,57.0,46.9,69,30.04,10.0,ESE,3.5,-,N/A,,Mostly Cloudy,110,2017-01-05 13:51:00
6:51 AM,57.0,46.9,69,30.05,10.0,ESE,3.5,-,N/A,,Overcast,110,2017-01-05 14:51:00
7:51 AM,57.0,48.9,74,30.05,10.0,ESE,5.8,-,N/A,,Overcast,110,2017-01-05 15:51:00
8:51 AM,57.0,50.0,77,30.06,7.0,SSE,6.9,-,0.00,Rain,Light Rain,160,2017-01-05 16:51:00
9:39 AM,57.0,52.0,83,30.07,2.5,ESE,4.6,-,0.00,Rain,Light Rain,120,2017-01-05 17:39:00
9:51 AM,57.0,53.1,87,30.08,2.5,South,4.6,-,0.00,Rain,Light Rain,180,2017-01-05 17:51:00
9:54 AM,57.0,53.1,87,30.08,3.0,SSE,4.6,-,0.00,Rain,Light Rain,160,2017-01-05 17:54:00
10:36 AM,57.0,54.0,89,30.07,2.5,SSE,6.9,-,0.00,Rain,Light Rain,160,2017-01-05 18:36:00
10:45 AM,57.2,53.6,88,30.07,1.8,SSE,6.9,-,0.00,Rain,Light Rain,150,2017-01-05 18:45:00
