TimePST,TemperatureF,Dew PointF,Humidity,Sea Level PressureIn,VisibilityMPH,Wind Direction,Wind SpeedMPH,Gust SpeedMPH,PrecipitationIn,Events,Conditions,WindDirDegrees,DateUTC
12:15 AM,59.0,54.0,83,30.18,10.0,West,3.5,-,N/A,,Overcast,280,2017-01-10 08:15:00
12:21 AM,59.0,54.0,83,30.18,10.0,NW,3.5,-,N/A,,Mostly Cloudy,310,2017-01-10 08:21:00
12:51 AM,59.0,54.0,83,30.17,10.0,NNW,3.5,-,N/A,,Mostly Cloudy,330,2017-01-10 08:51:00
1:41 AM,57.9,54.0,87,30.16,8.0,Calm,Calm,-,N/A,,Mostly Cloudy,0,2017-01-10 09:41:00
1:51 AM,57.9,54.0,87,30.16,9.0,Calm,Calm,-,N/A,,Scattered Clouds,0,2017-01-10 09:51:00
2:51 AM,55.9,52.0,87,30.16,6.0,Calm,Calm,-,N/A,,Scattered Clouds,0,2017-01-10 10:51:00
3:31 AM,55.0,52.0,89,30.17,6.0,Calm,Calm,-,N/A,,Mostly Cloudy,0,2017-01-10 11:31:00
3:51 AM,55.0,52.0,89,30.15,6.0,Calm,Calm,-,N/A,,Mostly Cloudy,0,2017-01-10 11:51:00
4:48 AM,55.4,51.8,88,30.15,8.0,Calm,Calm,-,N/A,,Mostly Cloudy,0,2017-01-10 12:48:00
4:51 AM,55.9,52.0,87,30.15,8.0,Calm,Calm,-,N/A,,Mostly Cloudy,0,2017-01-10 12:51:00
4:58 AM,55.0,52.0,89,30.15,8.0,Calm,Calm,-,N/A,,Mostly Cloudy,0,2017-01-10 12:58:00
5:17 AM,55.9,52.0,87,30.15,7.0,Calm,Calm,-,N/A,,Mostly Cloudy,0,2017-01-10 13:17:00
5:30 AM,55.0,52.0,89,30.14,7.0,NE,3.5,-,N/A,,Overcast,40,2017-01-10 13:30:00
5:44 AM,55.9,52.0,87,30.15,7.0,Calm,Calm,-,N/A,,Mostly Cloudy,0,2017-01-10 13:44:00
5:51 AM,55.9,52.0,87,30.14,7.0,ENE,3.5,-,N/A,,Mostly Cloudy,70,2017-01-10 13:51:00
6:51 AM,57.0,53.1,87,30.16,10.0,East,3.5,-,N/A,,Overcast,80,2017-01-10 14:51:00
7:51 AM,57.0,53.1,87,30.17,8.0,NE,3.5,-,N/A,,Mostly Cloudy,40,2017-01-10 15:51:00
8:23 AM,57.9,53.1,84,30.18,8.0,East,4.6,-,N/A,,Mostly Cloudy,100,2017-01-10 16:23:00
8:51 AM,59.0,52.0,78,30.18,10.0,ESE,3.5,-,N/A,,Mostly Cloudy,110,2017-01-10 16:51:00
9:03 AM,59.0,52.0,78,30.19,10.0,Calm,Calm,-,N/A,,Mostly Cloudy,0,2017-01-10 17:03:00
9:51 AM,60.1,52.0,75,30.20,10.0,Calm,Calm,-,N/A,,Mostly Cloudy,0,2017-01-10 17:51:00
10:51 AM,62.1,48.9,62,30.18,10.0,North,3.5,-,N/A,,Mostly Cloudy,10,2017-01-10 18:51:00
11:24 AM,63.0,46.9,56,30.15,10.0,Calm,Calm,-,N/A,,Mostly Cloudy,0,2017-01-10 19:24:00
11:51 AM,63.0,48.0,58,30.13,10.0,SSW,6.9,-,N/A,,Mostly Cloudy,210,2017-01-10 19:51:00
12:51 PM,64.9,48.0,54,30.11,10.0,WNW,9.2,-,N/A,,Mostly Cloudy,300,2017-01-10 20:51:00
1:51 PM,64.0,46.9,54,30.09,10.0,WNW,8.1,-,N/A,,Mostly Cloudy,290,2017-01-10 21:51:00
2:51 PM,64.0,48.0,56,30.09,10.0,WNW,9.2,-,N/A,,Mostly Cloudy,300,2017-01-10 22:51:00
3:51 PM,61.0,50.0,67,30.09,10.0,WNW,11.5,-,N/A,,Mostly Cloudy,300,2017-01-10 23:51:00
4:51 PM,60.1,52.0,75,30.10,10.0,WNW,8.1,-,N/A,,Mostly Cloudy,300,2017-01-11 00:51:00
5:51 PM,60.1,51.1,72,30.09,10.0,WNW,5.8,-,N/A,,Mostly Cloudy,300,2017-01-11 01:51:00
6:51 PM,59.0,51.1,75,30.10,10.0,WNW,4.6,-,N/A,,Mostly Cloudy,290,2017-01-11 02:51:00
7:51 PM,59.0,51.1,75,30.10,10.0,WNW,3.5,-,N/A,,Mostly Cloudy,290,2017-01-11 03:51:00
8:28 PM,59.0,52.0,78,30.11,10.0,Calm,Calm,-,N/A,,Mostly Cloudy,0,2017-01-11 04:28:00
8:51 PM,59.0,52.0,78,30.12,10.0,Calm,Calm,-,N/A,,Mostly Cloudy,0,2017-01-11 04:51:00
9:40 PM,59.0,52.0,78,30.13,10.0,Calm,Calm,-,N/A,,Mostly Cloudy,0,2017-01-11 05:40:00
9:51 PM,59.0,52.0,78,30.13,10.0,Calm,Calm,-,N/A,,Mostly Cloudy,0,2017-01-11 05:51:00
10:51 PM,59.0,52.0,78,30.13,10.0,Calm,Calm,-,N/A,,Mostly Cloudy,0,2017-01-11 06:51:00
11:18 PM,57.9,52.0,81,30.12,10.0,Calm,Calm,-,N/A,,Mostly Cloudy,0,2017-01-11 07:18:00
11:51 PM,57.9,52.0,81,30.12,9.0,Calm,Calm,-,0.00,,Mostly Cloudy,0,2017-01-11 07:51:00
