TimePST,TemperatureF,Dew PointF,Humidity,Sea Level PressureIn,VisibilityMPH,Wind Direction,Wind SpeedMPH,Gust SpeedMPH,PrecipitationIn,Events,Conditions,WindDirDegrees,DateUTC
12:51 AM,57.0,51.1,81,29.90,10.0,Calm,Calm,-,0.00,,Mostly Cloudy,0,2017-01-20 08:51:00
1:08 AM,55.9,50.0,80,29.91,3.0,WSW,9.2,17.3,0.00,Rain,Light Rain,250,2017-01-20 09:08:00
1:25 AM,55.0,51.1,86,29.90,10.0,Variable,3.5,-,0.01,,Mostly Cloudy,0,2017-01-20 09:25:00
1:51 AM,55.9,52.0,87,29.91,10.0,Calm,Calm,-,0.01,,Overcast,0,2017-01-20 09:51:00
2:51 AM,57.0,48.0,72,29.88,10.0,WSW,6.9,-,0.00,,Mostly Cloudy,250,2017-01-20 10:51:00
3:51 AM,57.2,48.2,72,29.85,10.0,SSE,3.5,-,N/A,,Overcast,160,2017-01-20 11:51:00
4:51 AM,57.0,51.1,81,29.84,10.0,SSE,3.5,-,N/A,,Mostly Cloudy,150,2017-01-20 12:51:00
5:30 AM,55.9,48.9,77,29.83,4.0,West,8.1,-,0.03,Rain,Heavy Rain,270,2017-01-20 13:30:00
5:49 AM,55.4,50.0,82,29.83,10.0,ESE,3.5,-,0.05,,Overcast,120,2017-01-20 13:49:00
5:51 AM,55.9,50.0,80,29.83,10.0,SE,4.6,-,0.05,,Overcast,140,2017-01-20 13:51:00
5:59 AM,57.0,51.1,81,29.84,10.0,South,5.8,-,0.00,Rain,Light Rain,190,2017-01-20 13:59:00
6:51 AM,57.0,50.0,77,29.84,6.0,SW,13.8,-,0.06,Rain,Light Rain,220,2017-01-20 14:51:00
7:51 AM,55.0,48.9,80,29.85,7.0,SSW,5.8,-,0.05,Rain,Rain,210,2017-01-20 15:51:00
8:04 AM,55.0,50.0,83,29.85,2.0,SW,16.1,20.7,0.04,Rain,Heavy Rain,220,2017-01-20 16:04:00
8:22 AM,55.9,50.0,80,29.83,3.0,SSW,12.7,-,0.07,Rain,Rain,200,2017-01-20 16:22:00
8:51 AM,55.9,51.1,84,29.83,5.0,South,10.4,-,0.09,Rain,Rain,190,2017-01-20 16:51:00
9:51 AM,55.9,50.0,80,29.83,10.0,South,11.5,23.0,0.03,Rain,Rain,190,2017-01-20 17:51:00
10:51 AM,55.9,52.0,87,29.78,3.0,South,21.9,-,0.07,Rain,Rain,170,2017-01-20 18:51:00
11:51 AM,57.0,52.0,83,29.68,6.0,SSE,24.2,-,0.08,Rain,Light Rain,160,2017-01-20 19:51:00
12:51 PM,57.0,51.1,81,29.60,3.0,SSE,29.9,40.3,0.00,Rain,Rain,160,2017-01-20 20:51:00
1:48 PM,57.2,51.8,82,29.55,2.0,South,32.2,41.4,0.00,Rain,Heavy Rain,170,2017-01-20 21:48:00
1:51 PM,57.0,52.0,83,29.55,1.5,South,25.3,41.4,0.01,Rain,Heavy Rain,170,2017-01-20 21:51:00
1:56 PM,57.0,53.1,87,29.54,1.2,South,29.9,41.4,0.02,Rain,Heavy Rain,180,2017-01-20 21:56:00
2:08 PM,55.9,53.1,90,29.55,0.8,South,26.5,41.4,0.06,Rain,Heavy Rain,180,2017-01-20 22:08:00
2:18 PM,57.0,54.0,89,29.54,1.0,South,25.3,40.3,0.11,Rain,Rain,180,2017-01-20 22:18:00
2:33 PM,57.0,54.0,89,29.54,0.8,South,32.2,41.4,0.21,Rain,Heavy Rain,190,2017-01-20 22:33:00
2:45 PM,57.2,55.4,94,29.56,1.0,SW,23.0,35.7,0.45,Rain,Heavy Rain,230,2017-01-20 22:45:00
2:51 PM,57.0,55.0,93,29.55,1.0,WSW,16.1,33.4,0.52,Rain,Heavy Rain,250,2017-01-20 22:51:00
2:53 PM,57.0,55.0,93,29.54,2.0,WSW,18.4,31.1,0.01,Rain,Heavy Rain,250,2017-01-20 22:53:00
2:59 PM,57.9,54.0,87,29.53,4.0,West,19.6,26.5,0.01,Rain,Light Rain,260,2017-01-20 22:59:00
3:03 PM,57.9,54.0,87,29.52,6.0,West,19.6,26.5,0.01,Rain,Light Rain,270,2017-01-20 23:03:00
3:51 PM,59.0,53.1,81,29.55,6.0,SW,17.3,-,0.02,Rain,Light Rain,230,2017-01-20 23:51:00
4:00 PM,59.0,54.0,83,29.54,9.0,SW,17.3,26.5,0.00,,Mostly Cloudy,230,2017-01-21 00:00:00
4:18 PM,61.0,54.0,78,29.54,8.0,WSW,17.3,27.6,0.00,,Mostly Cloudy,240,2017-01-21 00:18:00
