TimePST,TemperatureF,Dew PointF,Humidity,Sea Level PressureIn,VisibilityMPH,Wind Direction,Wind SpeedMPH,Gust SpeedMPH,PrecipitationIn,Events,Conditions,WindDirDegrees,DateUTC
12:51 AM,53.1,50.0,89,30.06,10.0,Calm,Calm,-,N/A,,Mostly Cloudy,0,2017-01-14 08:51:00
1:10 AM,54.0,48.9,83,30.06,10.0,NNE,5.8,-,N/A,,Overcast,20,2017-01-14 09:10:00
1:23 AM,54.0,48.9,83,30.04,10.0,North,6.9,-,0.00,Rain,Light Rain,10,2017-01-14 09:23:00
1:43 AM,54.0,48.9,83,30.06,10.0,SSE,4.6,-,0.00,,Overcast,150,2017-01-14 09:43:00
1:51 AM,54.0,48.9,83,30.06,10.0,Calm,Calm,-,0.00,,Overcast,0,2017-01-14 09:51:00
2:29 AM,54.0,48.9,83,30.05,10.0,Calm,Calm,-,0.00,,Overcast,0,2017-01-14 10:29:00
2:51 AM,54.0,50.0,86,30.05,10.0,Calm,Calm,-,0.00,,Overcast,0,2017-01-14 10:51:00
3:51 AM,54.0,48.9,83,30.04,10.0,North,9.2,-,N/A,,Overcast,10,2017-01-14 11:51:00
4:51 AM,54.0,48.0,80,30.04,10.0,NNW,4.6,-,0.00,,Overcast,330,2017-01-14 12:51:00
5:51 AM,54.0,48.0,80,30.02,10.0,NE,6.9,-,0.00,,Mostly Cloudy,40,2017-01-14 13:51:00
6:51 AM,54.0,46.0,75,30.01,10.0,North,5.8,-,N/A,,Scattered Clouds,10,2017-01-14 14:51:00
7:51 AM,55.9,45.0,67,30.02,10.0,Calm,Calm,-,N/A,,Scattered Clouds,0,2017-01-14 15:51:00
8:51 AM,55.9,48.0,75,30.05,10.0,SSW,4.6,-,N/A,,Partly Cloudy,210,2017-01-14 16:51:00
9:51 AM,57.9,46.9,67,30.06,10.0,SSE,4.6,-,N/A,,Partly Cloudy,160,2017-01-14 17:51:00
10:51 AM,59.0,48.0,67,30.05,10.0,SSW,5.8,-,N/A,,Scattered Clouds,210,2017-01-14 18:51:00
11:51 AM,61.0,48.0,62,30.02,10.0,South,5.8,-,N/A,,Scattered Clouds,180,2017-01-14 19:51:00
12:51 PM,63.0,48.0,58,29.99,10.0,WNW,9.2,-,N/A,,Partly Cloudy,300,2017-01-14 20:51:00
1:51 PM,63.0,48.9,60,29.99,10.0,WNW,5.8,-,N/A,,Partly Cloudy,300,2017-01-14 21:51:00
2:51 PM,63.0,46.9,56,30.00,10.0,NW,5.8,-,N/A,,Partly Cloudy,310,2017-01-14 22:51:00
3:51 PM,63.0,48.0,58,30.01,10.0,Calm,Calm,-,N/A,,Partly Cloudy,0,2017-01-14 23:51:00
4:51 PM,62.1,48.0,60,30.00,10.0,SSW,3.5,-,N/A,,Partly Cloudy,200,2017-01-15 00:51:00
5:51 PM,61.0,51.1,70,30.01,10.0,SSW,3.5,-,N/A,,Partly Cloudy,210,2017-01-15 01:51:00
6:51 PM,59.0,52.0,78,30.02,10.0,South,3.5,-,N/A,,Partly Cloudy,170,2017-01-15 02:51:00
7:51 PM,59.0,52.0,78,30.02,10.0,South,4.6,-,N/A,,Partly Cloudy,180,2017-01-15 03:51:00
8:51 PM,59.0,52.0,78,30.04,10.0,SSE,3.5,-,N/A,,Partly Cloudy,160,2017-01-15 04:51:00
9:51 PM,59.0,53.1,81,30.04,10.0,SE,5.8,-,N/A,,Partly Cloudy,130,2017-01-15 05:51:00
10:51 PM,57.0,48.9,74,30.03,10.0,East,8.1,-,N/A,,Partly Cloudy,100,2017-01-15 06:51:00
11:51 PM,55.9,48.0,75,30.02,10.0,ESE,6.9,-,N/A,,Partly Cloudy,110,2017-01-15 07:51:00
