TimePST,TemperatureF,Dew PointF,Humidity,Sea Level PressureIn,VisibilityMPH,Wind Direction,Wind SpeedMPH,Gust SpeedMPH,PrecipitationIn,Events,Conditions,WindDirDegrees,DateUTC
12:51 AM,53.1,43.0,69,30.14,10.0,ESE,4.6,-,N/A,,Scattered Clouds,110,2017-01-22 08:51:00
1:51 AM,54.0,44.1,69,30.13,10.0,ESE,5.8,-,N/A,,Mostly Cloudy,120,2017-01-22 09:51:00
2:51 AM,54.0,44.1,69,30.12,10.0,ESE,4.6,-,N/A,,Mostly Cloudy,110,2017-01-22 10:51:00
3:51 AM,54.0,43.0,66,30.12,10.0,Calm,Calm,-,N/A,,Mostly Cloudy,0,2017-01-22 11:51:00
4:51 AM,54.0,44.1,69,30.11,10.0,Calm,Calm,-,N/A,,Mostly Cloudy,0,2017-01-22 12:51:00
5:51 AM,55.0,43.0,64,30.12,10.0,Calm,Calm,-,N/A,,Overcast,0,2017-01-22 13:51:00
6:51 AM,54.0,42.1,64,30.12,10.0,Calm,Calm,-,N/A,,Overcast,0,2017-01-22 14:51:00
7:51 AM,55.9,42.1,60,30.14,10.0,ESE,5.8,-,N/A,,Overcast,110,2017-01-22 15:51:00
8:51 AM,57.0,42.1,57,30.17,10.0,SE,8.1,-,N/A,,Overcast,130,2017-01-22 16:51:00
9:51 AM,57.9,44.1,60,30.18,10.0,SSE,12.7,-,N/A,,Overcast,150,2017-01-22 17:51:00
10:51 AM,59.0,46.9,64,30.16,10.0,SSE,16.1,-,N/A,,Overcast,150,2017-01-22 18:51:00
11:51 AM,60.1,48.0,64,30.13,10.0,South,19.6,26.5,N/A,,Overcast,170,2017-01-22 19:51:00
12:51 PM,60.1,48.9,67,30.07,10.0,SSE,25.3,33.4,0.00,,Overcast,160,2017-01-22 20:51:00
1:51 PM,61.0,50.0,67,30.04,10.0,SSE,28.8,36.8,N/A,,Overcast,160,2017-01-22 21:51:00
2:51 PM,61.0,50.0,67,29.99,10.0,SSE,26.5,36.8,N/A,,Mostly Cloudy,160,2017-01-22 22:51:00
3:51 PM,61.0,50.0,67,29.97,10.0,SSE,29.9,39.1,0.00,Rain,Light Rain,160,2017-01-22 23:51:00
4:44 PM,60.1,51.1,72,29.97,2.0,SSE,27.6,33.4,0.02,Rain,Rain,160,2017-01-23 00:44:00
4:47 PM,60.8,51.8,72,29.98,2.5,SSE,26.5,34.5,0.02,Rain,Rain,160,2017-01-23 00:47:00
4:51 PM,60.1,51.1,72,29.98,3.0,SSE,23.0,34.5,0.02,Rain,Rain,160,2017-01-23 00:51:00
5:16 PM,59.0,51.1,75,29.98,3.0,South,24.2,32.2,0.02,Rain,Rain,170,2017-01-23 01:16:00
5:51 PM,57.9,52.0,81,29.98,4.0,SSE,19.6,28.8,0.06,Rain,Light Rain,160,2017-01-23 01:51:00
6:51 PM,57.9,53.1,84,29.99,4.0,South,23.0,31.1,0.03,Rain,Rain,170,2017-01-23 02:51:00
7:15 PM,57.9,53.1,84,29.99,3.0,South,21.9,35.7,0.00,Rain,Light Rain,170,2017-01-23 03:15:00
7:21 PM,57.0,53.1,87,30.00,2.5,South,25.3,34.5,0.00,Rain,Light Rain,170,2017-01-23 03:21:00
7:33 PM,57.0,54.0,89,30.00,2.5,South,24.2,31.1,0.01,Rain,Light Rain,180,2017-01-23 03:33:00
7:51 PM,57.0,54.0,89,29.99,2.5,South,26.5,34.5,0.02,Rain,Rain,170,2017-01-23 03:51:00
8:31 PM,57.0,54.0,89,29.98,2.5,South,21.9,34.5,0.01,Rain,Rain,180,2017-01-23 04:31:00
8:51 PM,57.0,54.0,89,29.98,2.5,South,24.2,38.0,0.02,Rain,Light Rain,180,2017-01-23 04:51:00
9:33 PM,57.0,55.0,93,30.00,1.5,South,24.2,34.5,0.15,Rain,Rain,190,2017-01-23 05:33:00
9:46 PM,57.2,55.4,94,30.00,1.8,South,24.2,39.1,0.19,Rain,Rain,180,2017-01-23 05:46:00
9:51 PM,57.9,55.0,90,30.00,2.0,South,25.3,31.1,0.20,Rain,Rain,180,2017-01-23 05:51:00
9:53 PM,57.9,55.0,90,30.00,3.0,South,21.9,31.1,0.00,Rain,Rain,180,2017-01-23 05:53:00
10:00 PM,57.9,55.0,90,30.00,5.0,South,21.9,29.9,0.00,Rain,Light Rain,180,2017-01-23 06:00:00
10:51 PM,60.1,55.0,83,30.02,10.0,SSW,10.4,-,0.00,,Overcast,210,2017-01-23 06:51:00
11:51 PM,60.1,53.1,78,30.00,10.0,SSW,10.4,-,N/A,,Overcast,210,2017-01-23 07:51:00
