TimePST,TemperatureF,Dew PointF,Humidity,Sea Level PressureIn,VisibilityMPH,Wind Direction,Wind SpeedMPH,Gust SpeedMPH,PrecipitationIn,Events,Conditions,WindDirDegrees,DateUTC
12:51 AM,55.0,52.0,89,30.02,6.0,Calm,Calm,-,N/A,,Mostly Cloudy,0,2017-01-12 08:51:00
1:51 AM,55.0,53.1,93,30.02,6.0,Calm,Calm,-,N/A,,Mostly Cloudy,0,2017-01-12 09:51:00
2:44 AM,55.9,52.0,87,30.02,6.0,Calm,Calm,-,N/A,,Overcast,0,2017-01-12 10:44:00
2:51 AM,55.9,52.0,87,30.01,6.0,East,3.5,-,N/A,,Overcast,90,2017-01-12 10:51:00
3:15 AM,55.9,52.0,87,30.00,6.0,East,5.8,-,N/A,,Overcast,80,2017-01-12 11:15:00
3:51 AM,55.9,51.1,84,29.97,10.0,East,6.9,-,N/A,,Mostly Cloudy,80,2017-01-12 11:51:00
4:51 AM,55.0,51.1,86,29.97,10.0,Calm,Calm,-,N/A,,Mostly Cloudy,0,2017-01-12 12:51:00
5:51 AM,55.0,51.1,86,29.98,10.0,Calm,Calm,-,N/A,,Mostly Cloudy,0,2017-01-12 13:51:00
6:51 AM,55.9,50.0,80,29.99,10.0,Calm,Calm,-,N/A,,Mostly Cloudy,0,2017-01-12 14:51:00
7:51 AM,57.0,51.1,81,30.01,10.0,East,3.5,-,N/A,,Mostly Cloudy,100,2017-01-12 15:51:00
8:43 AM,57.9,52.0,81,30.03,8.0,SE,8.1,-,N/A,,Mostly Cloudy,140,2017-01-12 16:43:00
8:51 AM,57.9,52.0,81,30.03,8.0,SE,6.9,-,N/A,,Mostly Cloudy,140,2017-01-12 16:51:00
9:51 AM,59.0,51.1,75,30.05,10.0,SSE,9.2,-,N/A,,Overcast,150,2017-01-12 17:51:00
10:51 AM,60.1,52.0,75,30.04,10.0,South,10.4,-,N/A,,Overcast,170,2017-01-12 18:51:00
11:51 AM,60.1,53.1,78,30.01,10.0,South,12.7,-,N/A,,Overcast,170,2017-01-12 19:51:00
12:51 PM,61.0,53.1,75,29.98,10.0,South,13.8,-,N/A,,Overcast,190,2017-01-12 20:51:00
1:51 PM,60.1,54.0,80,29.97,9.0,South,12.7,-,0.00,Rain,Light Rain,180,2017-01-12 21:51:00
2:32 PM,59.0,51.1,75,29.97,2.5,South,6.9,-,0.01,Rain,Rain,190,2017-01-12 22:32:00
2:37 PM,59.0,52.0,78,29.96,1.8,South,3.5,-,0.04,Rain,Rain,190,2017-01-12 22:37:00
2:51 PM,57.0,52.0,83,29.97,1.8,South,10.4,20.7,0.15,Rain,Rain,180,2017-01-12 22:51:00
2:56 PM,57.0,53.1,87,29.97,3.0,SW,6.9,-,0.00,Rain,Light Rain,220,2017-01-12 22:56:00
3:08 PM,57.9,54.0,87,29.97,7.0,SSW,8.1,-,0.00,Rain,Light Rain,200,2017-01-12 23:08:00
3:35 PM,57.9,53.1,84,29.98,10.0,South,6.9,-,0.00,,Overcast,190,2017-01-12 23:35:00
3:51 PM,57.9,53.1,84,29.98,10.0,South,5.8,-,0.00,,Overcast,190,2017-01-12 23:51:00
4:04 PM,57.9,53.1,84,29.98,10.0,South,6.9,-,N/A,,Overcast,190,2017-01-13 00:04:00
4:51 PM,57.9,53.1,84,29.97,10.0,SSE,5.8,-,N/A,,Overcast,160,2017-01-13 00:51:00
5:23 PM,57.9,53.1,84,29.97,10.0,SSE,5.8,-,N/A,,Overcast,150,2017-01-13 01:23:00
5:42 PM,59.0,53.1,81,29.96,10.0,East,5.8,-,N/A,,Overcast,100,2017-01-13 01:42:00
5:51 PM,57.9,53.1,84,29.96,10.0,East,5.8,-,N/A,,Overcast,90,2017-01-13 01:51:00
6:19 PM,57.9,53.1,84,29.97,10.0,SE,5.8,-,0.00,Rain,Light Rain,130,2017-01-13 02:19:00
6:42 PM,57.9,53.1,84,29.98,4.0,ESE,4.6,-,0.07,Rain,Light Rain,120,2017-01-13 02:42:00
6:51 PM,57.9,53.1,84,29.98,6.0,Calm,Calm,-,0.09,Rain,Light Rain,0,2017-01-13 02:51:00
7:00 PM,57.9,53.1,84,29.98,5.0,NNW,4.6,-,0.02,Rain,Light Rain,330,2017-01-13 03:00:00
7:51 PM,57.9,53.1,84,29.98,10.0,NE,3.5,-,0.07,,Overcast,50,2017-01-13 03:51:00
7:56 PM,57.9,53.1,84,29.98,10.0,ENE,3.5,-,N/A,,Overcast,60,2017-01-13 03:56:00
8:51 PM,57.0,53.1,87,29.98,10.0,Calm,Calm,-,N/A,,Mostly Cloudy,0,2017-01-13 04:51:00
9:51 PM,57.2,53.6,88,29.99,10.0,East,3.5,-,N/A,,Overcast,90,2017-01-13 05:51:00
10:19 PM,57.0,53.1,87,29.99,10.0,Calm,Calm,-,N/A,,Mostly Cloudy,0,2017-01-13 06:19:00
10:51 PM,57.0,53.1,87,30.00,7.0,WNW,3.5,-,0.01,Rain,Light Rain,290,2017-01-13 06:51:00
11:22 PM,57.0,52.0,83,29.99,9.0,West,4.6,-,0.00,Rain,Light Rain,260,2017-01-13 07:22:00
11:46 PM,57.2,53.6,88,29.99,10.0,NNW,3.5,-,0.00,Rain,Light Rain,330,2017-01-13 07:46:00
11:51 PM,57.0,53.1,87,29.99,10.0,Calm,Calm,-,0.00,,Mostly Cloudy,0,2017-01-13 07:51:00
