TimePST,TemperatureF,Dew PointF,Humidity,Sea Level PressureIn,VisibilityMPH,Wind Direction,Wind SpeedMPH,Gust SpeedMPH,PrecipitationIn,Events,Conditions,WindDirDegrees,DateUTC
12:51 AM,52.0,39.9,63,30.12,10.0,Calm,Calm,-,N/A,,Partly Cloudy,0,2016-12-28 08:51:00
1:51 AM,51.1,41.0,68,30.12,10.0,Calm,Calm,-,N/A,,Partly Cloudy,0,2016-12-28 09:51:00
2:51 AM,50.0,42.1,74,30.11,10.0,North,4.6,-,N/A,,Partly Cloudy,360,2016-12-28 10:51:00
3:51 AM,50.0,39.9,68,30.11,10.0,Calm,Calm,-,N/A,,Scattered Clouds,0,2016-12-28 11:51:00
4:51 AM,52.0,37.9,59,30.11,10.0,Calm,Calm,-,N/A,,Scattered Clouds,0,2016-12-28 12:51:00
5:51 AM,48.9,39.0,69,30.11,10.0,North,3.5,-,N/A,,Mostly Cloudy,350,2016-12-28 13:51:00
6:51 AM,50.0,39.0,66,30.12,10.0,Calm,Calm,-,N/A,,Mostly Cloudy,0,2016-12-28 14:51:00
7:51 AM,52.0,37.9,59,30.13,10.0,Calm,Calm,-,N/A,,Mostly Cloudy,0,2016-12-28 15:51:00
8:51 AM,57.0,43.0,59,30.16,10.0,Calm,Calm,-,N/A,,Mostly Cloudy,0,2016-12-28 16:51:00
9:51 AM,63.0,41.0,45,30.15,10.0,Calm,Calm,-,N/A,,Scattered Clouds,0,2016-12-28 17:51:00
10:51 AM,70.0,35.1,28,30.14,10.0,Calm,Calm,-,N/A,,Mostly Cloudy,0,2016-12-28 18:51:00
11:51 AM,72.0,33.1,24,30.11,10.0,South,3.5,-,N/A,,Mostly Cloudy,190,2016-12-28 19:51:00
12:51 PM,73.0,28.9,20,30.10,10.0,SW,5.8,-,N/A,,Mostly Cloudy,220,2016-12-28 20:51:00
1:51 PM,70.0,37.0,30,30.08,10.0,South,4.6,-,N/A,,Scattered Clouds,190,2016-12-28 21:51:00
2:51 PM,69.1,43.0,39,30.08,10.0,WNW,4.6,-,N/A,,Scattered Clouds,300,2016-12-28 22:51:00
3:51 PM,66.9,48.0,51,30.08,10.0,NNW,8.1,-,N/A,,Scattered Clouds,330,2016-12-28 23:51:00
4:51 PM,66.0,36.0,33,30.08,10.0,Calm,Calm,-,N/A,,Scattered Clouds,0,2016-12-29 00:51:00
5:51 PM,64.0,39.9,41,30.10,10.0,SSW,4.6,-,N/A,,Mostly Cloudy,200,2016-12-29 01:51:00
6:51 PM,62.1,39.0,43,30.10,10.0,Calm,Calm,-,N/A,,Scattered Clouds,0,2016-12-29 02:51:00
7:51 PM,60.1,41.0,49,30.11,10.0,North,4.6,-,N/A,,Scattered Clouds,10,2016-12-29 03:51:00
8:51 PM,60.1,44.1,55,30.13,9.0,Calm,Calm,-,N/A,,Mostly Cloudy,0,2016-12-29 04:51:00
9:51 PM,57.0,43.0,59,30.15,10.0,Calm,Calm,-,N/A,,Mostly Cloudy,0,2016-12-29 05:51:00
10:51 PM,57.0,44.1,62,30.15,10.0,North,3.5,-,N/A,,Mostly Cloudy,10,2016-12-29 06:51:00
11:51 PM,55.9,43.0,62,30.14,10.0,Calm,Calm,-,N/A,,Scattered Clouds,0,2016-12-29 07:51:00
