TimePST,TemperatureF,Dew PointF,Humidity,Sea Level PressureIn,VisibilityMPH,Wind Direction,Wind SpeedMPH,Gust SpeedMPH,PrecipitationIn,Events,Conditions,WindDirDegrees,DateUTC
12:51 AM,55.9,45.0,67,29.68,10.0,WNW,16.1,26.5,N/A,,Mostly Cloudy,290,2017-01-21 08:51:00
1:51 AM,55.9,45.0,67,29.70,10.0,WNW,17.3,23.0,N/A,,Mostly Cloudy,290,2017-01-21 09:51:00
2:51 AM,55.9,43.0,62,29.73,10.0,West,17.3,28.8,N/A,,Scattered Clouds,280,2017-01-21 10:51:00
3:51 AM,54.0,44.1,69,29.75,10.0,West,12.7,21.9,N/A,,Scattered Clouds,280,2017-01-21 11:51:00
4:51 AM,55.9,42.1,60,29.79,10.0,WNW,19.6,25.3,N/A,,Scattered Clouds,300,2017-01-21 12:51:00
5:51 AM,55.9,39.9,55,29.80,10.0,WNW,18.4,25.3,N/A,,Scattered Clouds,300,2017-01-21 13:51:00
6:51 AM,55.0,41.0,59,29.83,10.0,WNW,9.2,20.7,N/A,,Scattered Clouds,290,2017-01-21 14:51:00
7:51 AM,55.9,43.0,62,29.88,10.0,WNW,12.7,20.7,N/A,,Mostly Cloudy,290,2017-01-21 15:51:00
8:51 AM,57.0,42.1,57,29.94,10.0,WNW,8.1,-,N/A,,Mostly Cloudy,290,2017-01-21 16:51:00
9:51 AM,59.0,42.1,53,29.97,10.0,WNW,10.4,-,N/A,,Mostly Cloudy,300,2017-01-21 17:51:00
10:51 AM,55.0,46.9,74,30.01,4.0,WNW,6.9,-,0.02,Rain,Rain,300,2017-01-21 18:51:00
11:14 AM,60.1,48.9,67,30.00,10.0,WNW,13.8,-,0.01,,Mostly Cloudy,300,2017-01-21 19:14:00
11:51 AM,59.0,46.9,64,29.99,10.0,WNW,10.4,-,0.01,,Mostly Cloudy,290,2017-01-21 19:51:00
12:51 PM,60.1,45.0,57,30.01,10.0,WNW,16.1,-,N/A,,Mostly Cloudy,290,2017-01-21 20:51:00
1:51 PM,60.1,45.0,57,30.01,10.0,West,12.7,-,N/A,,Mostly Cloudy,280,2017-01-21 21:51:00
2:51 PM,60.1,43.0,53,30.02,10.0,WNW,8.1,-,N/A,,Mostly Cloudy,290,2017-01-21 22:51:00
3:51 PM,60.1,43.0,53,30.04,10.0,NW,9.2,-,N/A,,Mostly Cloudy,310,2017-01-21 23:51:00
4:51 PM,57.9,43.0,58,30.04,10.0,NW,4.6,-,N/A,,Mostly Cloudy,310,2017-01-22 00:51:00
5:51 PM,57.0,44.1,62,30.07,10.0,Calm,Calm,-,N/A,,Mostly Cloudy,0,2017-01-22 01:51:00
6:51 PM,57.0,44.1,62,30.09,10.0,Calm,Calm,-,N/A,,Mostly Cloudy,0,2017-01-22 02:51:00
7:51 PM,55.9,45.0,67,30.12,10.0,Calm,Calm,-,N/A,,Mostly Cloudy,0,2017-01-22 03:51:00
8:51 PM,55.0,45.0,69,30.15,10.0,East,3.5,-,N/A,,Mostly Cloudy,100,2017-01-22 04:51:00
9:51 PM,55.0,44.1,67,30.15,10.0,ESE,6.9,-,N/A,,Mostly Cloudy,110,2017-01-22 05:51:00
10:51 PM,54.0,43.0,66,30.15,10.0,ESE,8.1,-,N/A,,Scattered Clouds,110,2017-01-22 06:51:00
11:51 PM,54.0,43.0,66,30.16,10.0,ESE,3.5,-,N/A,,Scattered Clouds,120,2017-01-22 07:51:00
