TimePST,TemperatureF,Dew PointF,Humidity,Sea Level PressureIn,VisibilityMPH,Wind Direction,Wind SpeedMPH,Gust SpeedMPH,PrecipitationIn,Events,Conditions,WindDirDegrees,DateUTC
12:51 AM,48.9,36.0,61,30.16,10.0,East,3.5,-,N/A,,Clear,100,2016-12-26 08:51:00
1:51 AM,48.9,36.0,61,30.17,10.0,North,3.5,-,N/A,,Clear,10,2016-12-26 09:51:00
2:51 AM,48.9,35.1,59,30.17,10.0,Calm,Calm,-,N/A,,Scattered Clouds,0,2016-12-26 10:51:00
3:51 AM,46.9,35.1,63,30.16,10.0,Calm,Calm,-,N/A,,Scattered Clouds,0,2016-12-26 11:51:00
4:51 AM,46.0,35.1,66,30.15,10.0,Calm,Calm,-,N/A,,Partly Cloudy,0,2016-12-26 12:51:00
5:51 AM,46.0,35.1,66,30.16,10.0,Calm,Calm,-,N/A,,Partly Cloudy,0,2016-12-26 13:51:00
6:51 AM,46.9,34.0,61,30.17,10.0,Calm,Calm,-,N/A,,Partly Cloudy,0,2016-12-26 14:51:00
7:51 AM,50.0,35.1,57,30.19,10.0,East,3.5,-,N/A,,Partly Cloudy,80,2016-12-26 15:51:00
8:51 AM,54.0,35.1,49,30.20,10.0,NW,3.5,-,N/A,,Mostly Cloudy,310,2016-12-26 16:51:00
9:51 AM,57.9,35.1,42,30.21,10.0,Variable,3.5,-,N/A,,Mostly Cloudy,0,2016-12-26 17:51:00
10:51 AM,61.0,35.1,38,30.19,10.0,West,3.5,-,N/A,,Mostly Cloudy,270,2016-12-26 18:51:00
11:51 AM,64.0,28.9,27,30.17,10.0,North,5.8,-,N/A,,Mostly Cloudy,350,2016-12-26 19:51:00
12:51 PM,63.0,36.0,37,30.14,10.0,WNW,9.2,-,N/A,,Mostly Cloudy,300,2016-12-26 20:51:00
1:51 PM,63.0,37.9,40,30.12,10.0,WNW,9.2,-,N/A,,Mostly Cloudy,290,2016-12-26 21:51:00
2:51 PM,60.1,41.0,49,30.12,10.0,NW,6.9,-,N/A,,Mostly Cloudy,310,2016-12-26 22:51:00
3:51 PM,61.0,39.9,46,30.11,10.0,NW,8.1,-,N/A,,Mostly Cloudy,320,2016-12-26 23:51:00
4:51 PM,59.0,44.1,58,30.12,10.0,NW,4.6,-,N/A,,Mostly Cloudy,310,2016-12-27 00:51:00
5:51 PM,57.9,45.0,62,30.16,10.0,NNW,3.5,-,N/A,,Scattered Clouds,330,2016-12-27 01:51:00
6:51 PM,57.0,45.0,64,30.18,10.0,North,5.8,-,N/A,,Partly Cloudy,10,2016-12-27 02:51:00
7:51 PM,55.0,45.0,69,30.20,10.0,Calm,Calm,-,N/A,,Partly Cloudy,0,2016-12-27 03:51:00
8:51 PM,54.0,45.0,72,30.22,10.0,NNE,3.5,-,N/A,,Partly Cloudy,30,2016-12-27 04:51:00
9:51 PM,53.1,45.0,74,30.23,10.0,Calm,Calm,-,N/A,,Partly Cloudy,0,2016-12-27 05:51:00
10:51 PM,53.1,45.0,74,30.23,10.0,Calm,Calm,-,N/A,,Partly Cloudy,0,2016-12-27 06:51:00
11:51 PM,52.0,44.1,74,30.22,10.0,Calm,Calm,-,N/A,,Partly Cloudy,0,2016-12-27 07:51:00
