TimePST,TemperatureF,Dew PointF,Humidity,Sea Level PressureIn,VisibilityMPH,Wind Direction,Wind SpeedMPH,Gust SpeedMPH,PrecipitationIn,Events,Conditions,WindDirDegrees,DateUTC
12:10 AM,59.0,52.0,78,30.11,10.0,Calm,Calm,-,N/A,,Mostly Cloudy,0,2017-01-11 08:10:00
12:51 AM,59.0,53.6,82,30.10,10.0,Calm,Calm,-,N/A,,Mostly Cloudy,0,2017-01-11 08:51:00
12:59 AM,59.0,53.1,81,30.10,7.0,Calm,Calm,-,0.00,Rain,Light Rain,0,2017-01-11 08:59:00
1:17 AM,59.0,52.0,78,30.10,10.0,West,6.9,-,0.00,,Overcast,280,2017-01-11 09:17:00
1:25 AM,57.9,52.0,81,30.10,7.0,West,12.7,-,0.00,Rain,Light Rain,270,2017-01-11 09:25:00
1:42 AM,57.0,53.1,87,30.09,10.0,Calm,Calm,-,0.00,,Mostly Cloudy,0,2017-01-11 09:42:00
1:51 AM,57.0,53.1,87,30.09,10.0,Calm,Calm,-,0.00,,Mostly Cloudy,0,2017-01-11 09:51:00
2:51 AM,57.0,53.1,87,30.08,10.0,Calm,Calm,-,N/A,,Mostly Cloudy,0,2017-01-11 10:51:00
3:51 AM,55.9,53.1,90,30.06,10.0,Calm,Calm,-,N/A,,Mostly Cloudy,0,2017-01-11 11:51:00
4:45 AM,55.4,51.8,88,30.04,10.0,ESE,3.5,-,N/A,,Mostly Cloudy,110,2017-01-11 12:45:00
4:51 AM,55.9,52.0,87,30.05,10.0,Calm,Calm,-,N/A,,Mostly Cloudy,0,2017-01-11 12:51:00
5:33 AM,55.9,52.0,87,30.05,10.0,ESE,5.8,-,0.00,Rain,Light Rain,110,2017-01-11 13:33:00
5:51 AM,55.9,52.0,87,30.06,10.0,ESE,4.6,-,0.00,,Mostly Cloudy,110,2017-01-11 13:51:00
5:59 AM,55.9,52.0,87,30.06,10.0,ESE,4.6,-,N/A,,Mostly Cloudy,120,2017-01-11 13:59:00
6:51 AM,57.2,51.8,82,30.07,10.0,South,3.5,-,N/A,,Overcast,180,2017-01-11 14:51:00
7:51 AM,57.9,52.0,81,30.08,10.0,SSE,6.9,-,N/A,,Overcast,160,2017-01-11 15:51:00
8:01 AM,57.9,52.0,81,30.08,10.0,SSE,8.1,-,N/A,,Mostly Cloudy,160,2017-01-11 16:01:00
8:51 AM,59.0,52.0,78,30.09,10.0,SSE,8.1,-,N/A,,Overcast,150,2017-01-11 16:51:00
9:51 AM,60.1,53.1,78,30.11,10.0,SSE,9.2,-,N/A,,Overcast,160,2017-01-11 17:51:00
10:27 AM,60.1,53.1,78,30.10,8.0,South,11.5,-,0.00,Rain,Light Rain,170,2017-01-11 18:27:00
10:51 AM,60.1,54.0,80,30.09,9.0,South,11.5,-,0.00,Rain,Light Rain,170,2017-01-11 18:51:00
10:59 AM,60.1,54.0,80,30.09,3.0,South,11.5,-,0.00,Rain,Light Rain,180,2017-01-11 18:59:00
11:44 AM,59.0,54.0,83,30.06,2.0,South,13.8,-,0.01,Rain,Light Rain,180,2017-01-11 19:44:00
11:51 AM,57.9,54.0,87,30.06,1.8,South,10.4,-,0.02,Rain,Light Rain,170,2017-01-11 19:51:00
12:15 PM,57.9,55.0,90,30.06,2.5,South,11.5,-,0.01,Rain,Light Rain,190,2017-01-11 20:15:00
12:31 PM,57.9,55.0,90,30.05,1.2,South,11.5,-,0.01,Rain,Light Rain,180,2017-01-11 20:31:00
12:51 PM,57.9,55.0,90,30.04,1.5,South,11.5,-,0.02,Rain,Light Rain,180,2017-01-11 20:51:00
12:57 PM,57.9,55.0,90,30.04,2.0,South,9.2,-,0.01,Rain,Light Rain,170,2017-01-11 20:57:00
12:59 PM,57.9,55.0,90,30.04,2.0,South,9.2,-,0.01,Rain,Light Rain,170,2017-01-11 20:59:00
1:11 PM,57.9,55.0,90,30.04,1.8,South,10.4,-,0.01,Rain,Light Rain,170,2017-01-11 21:11:00
1:37 PM,57.9,55.0,90,30.03,6.0,South,10.4,-,0.01,Rain,Light Rain,170,2017-01-11 21:37:00
1:51 PM,57.9,55.0,90,30.03,8.0,South,9.2,-,0.01,,Overcast,170,2017-01-11 21:51:00
2:38 PM,57.9,55.0,90,30.03,4.0,South,11.5,-,N/A,,Overcast,180,2017-01-11 22:38:00
2:51 PM,57.9,55.0,90,30.02,4.0,South,9.2,-,N/A,,Overcast,170,2017-01-11 22:51:00
3:12 PM,59.0,55.9,90,30.02,10.0,South,8.1,-,N/A,,Overcast,170,2017-01-11 23:12:00
3:51 PM,59.0,55.4,88,30.03,10.0,South,11.5,-,N/A,,Overcast,180,2017-01-11 23:51:00
4:18 PM,59.0,55.0,87,30.03,10.0,South,9.2,-,N/A,,Mostly Cloudy,180,2017-01-12 00:18:00
4:51 PM,59.0,55.0,87,30.02,10.0,South,8.1,-,N/A,,Mostly Cloudy,170,2017-01-12 00:51:00
4:58 PM,59.0,55.0,87,30.02,10.0,South,10.4,-,N/A,,Mostly Cloudy,180,2017-01-12 00:58:00
5:48 PM,59.0,55.4,88,30.01,10.0,South,9.2,-,N/A,,Mostly Cloudy,180,2017-01-12 01:48:00
5:51 PM,59.0,55.0,87,30.01,10.0,South,10.4,-,N/A,,Mostly Cloudy,180,2017-01-12 01:51:00
6:51 PM,59.0,55.9,90,30.02,10.0,South,8.1,-,N/A,,Overcast,180,2017-01-12 02:51:00
7:08 PM,59.0,55.9,90,30.02,10.0,South,6.9,-,N/A,,Overcast,180,2017-01-12 03:08:00
7:51 PM,59.0,55.9,90,30.03,10.0,South,4.6,-,N/A,,Overcast,190,2017-01-12 03:51:00
8:51 PM,60.1,55.9,86,30.04,10.0,WSW,4.6,-,N/A,,Overcast,240,2017-01-12 04:51:00
9:09 PM,60.1,55.0,83,30.04,10.0,NW,4.6,-,N/A,,Overcast,310,2017-01-12 05:09:00
9:34 PM,59.0,55.0,87,30.04,10.0,NW,3.5,-,N/A,,Mostly Cloudy,320,2017-01-12 05:34:00
9:51 PM,59.0,55.0,87,30.04,9.0,NNW,3.5,-,N/A,,Mostly Cloudy,330,2017-01-12 05:51:00
10:51 PM,57.9,54.0,87,30.04,8.0,Calm,Calm,-,N/A,,Mostly Cloudy,0,2017-01-12 06:51:00
11:51 PM,55.9,53.1,90,30.03,6.0,NE,3.5,-,N/A,,Mostly Cloudy,40,2017-01-12 07:51:00
