TimePST,TemperatureF,Dew PointF,Humidity,Sea Level PressureIn,VisibilityMPH,Wind Direction,Wind SpeedMPH,Gust SpeedMPH,PrecipitationIn,Events,Conditions,WindDirDegrees,DateUTC
12:25 AM,57.9,54.0,87,30.01,10.0,West,3.5,-,N/A,,Mostly Cloudy,280,2017-01-06 08:25:00
12:40 AM,57.9,54.0,87,30.01,10.0,Calm,Calm,-,N/A,,Mostly Cloudy,0,2017-01-06 08:40:00
12:51 AM,57.9,54.0,87,30.01,10.0,Calm,Calm,-,N/A,,Mostly Cloudy,0,2017-01-06 08:51:00
1:51 AM,57.0,54.0,89,30.03,10.0,Calm,Calm,-,N/A,,Mostly Cloudy,0,2017-01-06 09:51:00
2:51 AM,57.0,53.1,87,30.03,10.0,NNE,3.5,-,N/A,,Mostly Cloudy,30,2017-01-06 10:51:00
3:48 AM,55.4,51.8,88,30.04,10.0,Calm,Calm,-,N/A,,Scattered Clouds,0,2017-01-06 11:48:00
3:51 AM,55.9,52.0,87,30.04,10.0,Calm,Calm,-,N/A,,Scattered Clouds,0,2017-01-06 11:51:00
4:51 AM,54.0,51.1,90,30.03,10.0,Calm,Calm,-,N/A,,Scattered Clouds,0,2017-01-06 12:51:00
5:51 AM,54.0,50.0,86,30.05,10.0,Calm,Calm,-,N/A,,Partly Cloudy,0,2017-01-06 13:51:00
6:51 AM,54.0,50.0,86,30.06,10.0,Calm,Calm,-,N/A,,Scattered Clouds,0,2017-01-06 14:51:00
7:17 AM,54.0,51.1,90,30.07,10.0,Calm,Calm,-,N/A,,Mostly Cloudy,0,2017-01-06 15:17:00
7:51 AM,55.9,53.1,90,30.07,10.0,SSW,4.6,-,N/A,,Mostly Cloudy,210,2017-01-06 15:51:00
8:51 AM,57.0,53.1,87,30.09,10.0,South,4.6,-,N/A,,Mostly Cloudy,190,2017-01-06 16:51:00
9:03 AM,57.9,53.1,84,30.09,10.0,Calm,Calm,-,N/A,,Scattered Clouds,0,2017-01-06 17:03:00
9:51 AM,59.0,51.1,75,30.10,10.0,SSW,5.8,-,N/A,,Scattered Clouds,200,2017-01-06 17:51:00
10:51 AM,61.0,51.1,70,30.10,10.0,WNW,3.5,-,N/A,,Partly Cloudy,290,2017-01-06 18:51:00
11:51 AM,62.1,50.0,65,30.09,10.0,Variable,5.8,-,N/A,,Partly Cloudy,0,2017-01-06 19:51:00
12:51 PM,63.0,48.9,60,30.06,10.0,SSW,5.8,-,N/A,,Partly Cloudy,200,2017-01-06 20:51:00
1:51 PM,64.0,48.9,58,30.05,10.0,Variable,4.6,-,N/A,,Partly Cloudy,0,2017-01-06 21:51:00
2:51 PM,62.1,50.0,65,30.05,10.0,WNW,5.8,-,N/A,,Partly Cloudy,290,2017-01-06 22:51:00
3:51 PM,61.0,50.0,67,30.06,10.0,NW,4.6,-,N/A,,Partly Cloudy,310,2017-01-06 23:51:00
4:51 PM,60.1,48.9,67,30.07,10.0,WNW,4.6,-,N/A,,Scattered Clouds,300,2017-01-07 00:51:00
5:51 PM,57.9,48.9,72,30.08,10.0,WNW,3.5,-,N/A,,Scattered Clouds,290,2017-01-07 01:51:00
6:51 PM,57.9,48.9,72,30.10,10.0,Calm,Calm,-,N/A,,Scattered Clouds,0,2017-01-07 02:51:00
7:51 PM,57.0,50.0,77,30.12,10.0,Calm,Calm,-,N/A,,Partly Cloudy,0,2017-01-07 03:51:00
8:51 PM,55.9,50.0,80,30.13,10.0,NNE,3.5,-,N/A,,Partly Cloudy,30,2017-01-07 04:51:00
9:51 PM,55.9,48.0,75,30.11,10.0,Calm,Calm,-,N/A,,Partly Cloudy,0,2017-01-07 05:51:00
10:51 PM,55.0,48.0,77,30.13,10.0,Calm,Calm,-,N/A,,Partly Cloudy,0,2017-01-07 06:51:00
11:51 PM,54.0,48.0,80,30.15,10.0,Calm,Calm,-,N/A,,Partly Cloudy,0,2017-01-07 07:51:00
